"MatchIndex","Team"
5104,"Dakota Kai & IYO SKY"
5103,"Chad Gable & Otis"
5103,"Karl Anderson & Luke Gallows"
5100,"Bayley, Dakota Kai & IYO SKY"
5100,"Raquel Rodriguez, Roxanne Perez & Shotzi"
5096,"Bryson Montana & Duke Hudson"
5096,"Ikemen Jiro & Tank Ledger"
5095,"Brooks Jensen & Josh Briggs"
5095,"Edris Enofe & Malik Blade, Jagger Reid & Rip Fowler"
5082,"Butch   , Ridge Holland & Sheamus"
5082,"Giovanni Vinci, Gunther & Ludwig Kaiser"
5080,"Braun Strowman, Kofi Kingston & Xavier Woods"
5080,"Jey Uso, Jimmy Uso & Sami Zayn"
5077,"Arianna Grace & Kiana James"
5077,"Fallon Henley & Sol Ruca"
5075,"Gigi Dolin & Jacy Jayne"
5075,"Nikkita Lyons & Zoey Stark"
5074,"Butch    & Ridge Holland"
5074,"Elton Prince & Kit Wilson"
5073,"Brooks Jensen & Josh Briggs"
5073,"R-Truth & Shelton Benjamin"
5066,"AJ Styles & Rey Mysterio"
5066,"Damian Priest & Finn Balor"
5064,"Madcap Moss & Ricochet"
5064,"Sami Zayn & Solo Sikoa"
5063,"Austin Theory, Chad Gable & Otis"
5063,"Drew McIntyre, Johnny Gargano & Kevin Owens"
5058,"Chad Gable & Otis"
5058,"Johnny Gargano & Kevin Owens"
5054,"Butch    & Ridge Holland"
5054,"Jey Uso & Jimmy Uso"
5050,"Angelo Dawkins & Montez Ford"
5050,"Butch    & Ridge Holland"
5048,"Damian Priest & Finn Balor"
5048,"Matt Riddle & Rey Mysterio"
5045,"Chad Gable & Otis"
5045,"Mustafa Ali & Shelton Benjamin"
5041,"Ashante Adonis & Top Dolla"
5041,"Butch    & Ridge Holland, Giovanni Vinci & Ludwig Kaiser, Kofi Kingston & Xavier Woods"
5036,"Brooks Jensen & Josh Briggs"
5036,"Mark Coffey & Wolfgang"
5035,"Edris Enofe & Malik Blade"
5035,"Jagger Reid & Rip Fowler"
5033,"Edris Enofe & Malik Blade"
5033,"Guru Raaj & Ikemen Jiro"
5031,"Brutus Creed & Julius Creed"
5031,"Elton Prince & Kit Wilson"
5030,"Cameron Grimes & Joe Gacy"
5030,"Channing Lorenzo & Tony D'Angelo"
5029,"Arianna Grace & Kiana James"
5029,"Nikkita Lyons & Zoey Stark"
5026,"Aliyah & Raquel Rodriguez"
5026,"Dakota Kai & IYO SKY"
5020,"Butch   , Ridge Holland & Sheamus"
5020,"Giovanni Vinci, Gunther & Ludwig Kaiser"
5019,"Aliyah & Raquel Rodriguez"
5019,"Gigi Dolin & Jacy Jayne"
5018,"Angel   , Humberto, ma.ce & man.soor"
5018,"Angelo Dawkins, Ashante Adonis, Montez Ford & Top Dolla"
5015,"Erica Yan & Sloane Jacobs"
5015,"Ivy Nile & Tatum Paxley"
5013,"Doudrop & Nikki ASH"
5013,"Gigi Dolin & Jacy Jayne"
5010,"Bron Breakker & Tyler Bate"
5010,"Joe Coffey & Mark Coffey"
5008,"Angel    & Humberto"
5008,"Angelo Dawkins & Montez Ford, Chad Gable & Otis, Kofi Kingston & Xavier Woods"
4998,"Brooks Jensen & Josh Briggs"
4998,"Brutus Creed & Julius Creed, Elton Prince & Kit Wilson, Mark Coffey & Wolfgang"
4996,"Doudrop & Nikki ASH"
4996,"Katana Chance & Kayden Carter"
4992,"Damian Priest & Finn Balor"
4992,"Edge & Rey Mysterio"
4989,"Alexa Bliss, Asuka & Bianca Belair"
4989,"Bayley, Dakota Kai & IYO SKY"
4988,"Angelo Dawkins, Madcap Moss & Montez Ford"
4988,"Austin Theory, Chad Gable & Otis"
4985,"Brooks Jensen, Fallon Henley & Josh Briggs"
4985,"Elton Prince, Kit Wilson & Lash Legend"
4984,"Brutus Creed, Damon Kemp & Julius Creed"
4984,"Joe Coffey, Mark Coffey & Wolfgang"
4981,"AJ Styles & Dolph Ziggler"
4981,"Damian Priest & Finn Balor"
4980,"Angelo Dawkins & Montez Ford"
4980,"Chad Gable & Otis"
4977,"Aliyah & Raquel Rodriguez"
4977,"Dakota Kai & IYO SKY"
4973,"Erik & Ivar"
4973,"Kofi Kingston & Xavier Woods"
4971,"Aliyah & Raquel Rodriguez"
4971,"Natalya & Sonya Deville"
4970,"Bronco Nima & Lucien Price"
4970,"Edris Enofe & Malik Blade"
4969,"Brooks Jensen & Josh Briggs"
4969,"Mark Coffey & Wolfgang"
4968,"Cruz Del Toro & Joaquin Wilde"
4968,"Jagger Reid & Rip Fowler"
4961,"AJ Styles & Bobby Lashley"
4961,"Ciampa & The Miz"
4960,"Cedric Alexander & Mustafa Ali"
4960,"Shelton Benjamin & T-BAR"
4958,"Alexa Bliss & Asuka"
4958,"Dakota Kai & IYO SKY"
4957,"Dana Brooke & Tamina"
4957,"Doudrop & Nikki ASH"
4956,"Gigi Dolin & Jacy Jayne"
4956,"Natalya & Sonya Deville"
4947,"Alexa Bliss & Asuka"
4947,"Doudrop & Nikki ASH"
4944,"Cedric Alexander & Mustafa Ali"
4944,"Ciampa & The Miz"
4942,"Angelo Dawkins & Montez Ford"
4942,"Chad Gable & Otis"
4940,"Aliyah & Raquel Rodriguez"
4940,"Shotzi & Xia Li"
4939,"Drew McIntyre & Madcap Moss"
4939,"Jey Uso & Jimmy Uso"
4935,"Angel    & Humberto"
4935,"Angelo Dawkins & Montez Ford"
4930,"Andre Chase & Bodhi Hayward"
4930,"Bronco Nima & Lucien Price"
4929,"Dakota Kai & IYO SKY"
4929,"Dana Brooke & Tamina"
4919,"Gigi Dolin & Jacy Jayne"
4919,"Ivy Nile & Tatum Paxley, Katana Chance & Kayden Carter, Valentina Feroz & Yulisa Leon"
4917,"Brutus Creed & Julius Creed"
4917,"Channing Lorenzo & Tony D'Angelo"
4913,"Bryson Montana & Damaris Griffin"
4913,"Dante Chen & Guru Raaj"
4910,"Dominik Mysterio & Rey Mysterio"
4910,"Jey Uso & Jimmy Uso"
4902,"Damian Priest & Finn Balor"
4902,"Dominik Mysterio & Rey Mysterio"
4900,"Angelo Dawkins & Montez Ford"
4900,"Jey Uso & Jimmy Uso"
4897,"Erik & Ivar"
4897,"Kofi Kingston & Xavier Woods"
4896,"Liv Morgan & Ronda Rousey"
4896,"Natalya & Sonya Deville"
4893,"Brutus Creed, Damon Kemp, Julius Creed & Roderick Strong"
4893,"Channing Lorenzo, Cruz Del Toro, Joaquin Wilde & Tony D'Angelo"
4892,"Edris Enofe & Malik Blade"
4892,"Ikemen Jiro & Quincy Elliott"
4889,"Damian Priest & Finn Balor"
4889,"Dominik Mysterio & Rey Mysterio"
4888,"AJ Styles & Dolph Ziggler"
4888,"Chad Gable & Otis"
4887,"Angelo Dawkins, Montez Ford & Riddle"
4887,"Jey Uso, Jimmy Uso & Roman Reigns"
4885,"Bobby Lashley & Drew McIntyre"
4885,"Sheamus & Theory"
4884,"Asuka & Dana Brooke"
4884,"Carmella & Tamina"
4882,"Angelo Dawkins, Madcap Moss & Montez Ford"
4882,"Jey Uso, Jimmy Uso & Theory"
4877,"Brooks Jensen & Josh Briggs"
4877,"Elton Prince & Kit Wilson"
4874,"Cedric Alexander & Mustafa Ali"
4874,"Chad Gable & Otis"
4867,"Channing Lorenzo & Tony D'Angelo"
4867,"Edris Enofe & Malik Blade"
4862,"Andre Chase & Bodhi Hayward"
4862,"Javier Bernal & Myles Borne"
4858,"AJ Styles & Ezekiel"
4858,"Ciampa & The Miz"
4857,"Angelo Dawkins, Montez Ford & R-Truth"
4857,"Jey Uso, Jimmy Uso & Omos"
4855,"Bobby Lashley & Riddle"
4855,"Seth Rollins & Theory"
4840,"Andre Chase & Bodhi Hayward"
4840,"Eddie Dennis & Saxon Huxley"
4838,"Cora Jade & Roxanne Perez"
4838,"Gigi Dolin & Jacy Jayne"
4836,"Brutus Creed & Julius Creed"
4836,"Damon Kemp & Roderick Strong"
4832,"Bryson Montana & Damaris Griffin"
4832,"Edris Enofe & Malik Blade"
4829,"Angelo Dawkins, Bobby Lashley & Montez Ford"
4829,"Chad Gable, Otis & Theory"
4828,"Bianca Belair & Liv Morgan"
4828,"Carmella & Natalya"
4826,"Damian Priest & Finn Balor"
4826,"Dominik Mysterio & Rey Mysterio"
4820,"Angelo Dawkins & Montez Ford"
4820,"Jey Uso & Jimmy Uso"
4816,"Alexa Bliss, Asuka & Liv Morgan"
4816,"Lacey Evans, Raquel Rodriguez & Shotzi"
4812,"Cora Jade & Roxanne Perez"
4812,"Katana Chance & Kayden Carter"
4809,"Brutus Creed, Julius Creed & Roderick Strong"
4809,"Jagger Reid, Joe Gacy & Rip Fowler"
4807,"Chad Gable & Otis"
4801,"Drew McIntyre & Sheamus"
4801,"Jey Uso & Jimmy Uso"
4798,"Brooks Jensen & Josh Briggs"
4798,"Mark Andrews  & Wild Boar"
4791,"Eliza Alexander & Xia Brookside"
4791,"Meiko Satomura & Sarray"
4785,"Brooks Jensen & Josh Briggs"
4785,"Dave Mastiff & Jack Starz, Mark Andrews  & Wild Boar, Rohan Raja & Teoman"
4781,"Damian Priest & Finn Balor"
4781,"Dominik Mysterio & Rey Mysterio"
4765,"Brutus Creed & Julius Creed"
4765,"Edris Enofe & Malik Blade"
4764,"Cora Jade, Indi Hartwell & Roxanne Perez"
4764,"Gigi Dolin, Jacy Jayne & Mandy Rose"
4762,"Katana Chance & Kayden Carter"
4762,"Valentina Feroz & Yulisa Leon"
4757,"Apollo Crews & Solo Sikoa"
4757,"Carmelo Hayes & Grayson Waller"
4752,"Angelo Dawkins & Montez Ford"
4752,"Jey Uso & Jimmy Uso"
4746,"MVP   & Omos"
4745,"AJ Styles, Finn Balor & Liv Morgan"
4745,"Damian Priest, Edge & Rhea Ripley"
4741,"Gigi Dolin & Jacy Jayne"
4741,"Katana Chance & Kayden Carter"
4739,"Channing Lorenzo, Tony D'Angelo & Troy Donovan"
4739,"Cruz Del Toro, Joaquin Wilde & Santos Escobar"
4737,"Brutus Creed & Julius Creed"
4737,"Elton Prince & Kit Wilson"
4734,"Butch   , Ridge Holland & Sheamus"
4734,"Drew McIntyre, Kofi Kingston & Xavier Woods"
4733,"Jey Uso & Jimmy Uso"
4733,"Riddle & Shinsuke Nakamura"
4731,"Dante Chen & Javier Bernal"
4731,"Edris Enofe & Malik Blade"
4729,"Damon Kemp & Roderick Strong"
4729,"Elton Prince & Kit Wilson"
4727,"Chad Gable, Kevin Owens & Otis"
4727,"Dominik Mysterio, Ezekiel & Rey Mysterio"
4725,"Jey Uso & Jimmy Uso"
4725,"Riddle & Shinsuke Nakamura"
4721,"Natalya & Shayna Baszler"
4721,"Raquel Rodriguez & Ronda Rousey"
4720,"Drew Gulak & Ricochet"
4720,"Gunther & Ludwig Kaiser"
4719,"Butch   , Ridge Holland & Sheamus"
4719,"Drew McIntyre, Kofi Kingston & Xavier Woods"
4713,"Channing Lorenzo & Troy Donovan"
4713,"Edris Enofe & Malik Blade"
4711,"Angelo Dawkins, Montez Ford & Riddle"
4711,"Jey Uso, Jimmy Uso & Sami Zayn"
4710,"AJ Styles & Liv Morgan"
4710,"Damian Priest & Rhea Ripley"
4706,"Jey Uso & Jimmy Uso"
4706,"Randy Orton & Riddle"
4705,"Cameron Grimes & Solo Sikoa"
4705,"Carmelo Hayes & Trick Williams"
4702,"Brutus Creed & Julius Creed"
4702,"Erik & Ivar"
4697,"Angelo Dawkins & Montez Ford"
4697,"Apollo Crews & Commander Azeez"
4694,"AJ Styles & Finn Balor"
4694,"Angel    & Humberto"
4689,"Naomi & Sasha Banks"
4689,"Natalya & Shayna Baszler"
4685,"Gigi Dolin & Jacy Jayne"
4685,"Roxanne Perez & Wendy Choo"
4684,"Andre Chase & Sarray"
4684,"Grayson Waller & Tiffany Stratton"
4680,"Angelo Dawkins & Montez Ford"
4680,"Randy Orton & Riddle"
4672,"Drew McIntyre, Randy Orton & Riddle"
4672,"Jey Uso, Jimmy Uso & Roman Reigns"
4670,"Kofi Kingston & Xavier Woods"
4670,"Ridge Holland & Sheamus"
4668,"Cora Jade & Nikkita Lyons"
4668,"Lash Legend & Natalya"
4665,"Brutus Creed & Julius Creed"
4665,"Erik & Ivar"
4662,"Channing Lorenzo & Troy Donovan"
4662,"Dante Chen & Javier Bernal"
4661,"Erica Yan & Sarray"
4661,"Ivy Nile & Tatum Paxley"
4659,"Asuka, Bianca Belair & Liv Morgan"
4659,"Becky Lynch, Rhea Ripley & Sonya Deville"
4658,"Angelo Dawkins, Ezekiel & Montez Ford"
4658,"Chad Gable, Kevin Owens & Otis"
4653,"Katana Chance & Kayden Carter"
4653,"Valentina Feroz & Yulisa Leon"
4644,"Cody Rhodes, Ezekiel, Randy Orton & Riddle"
4644,"Jey Uso, Jimmy Uso, Kevin Owens & Seth Rollins"
4643,"Angelo Dawkins & Montez Ford"
4643,"Cedric Alexander & Shelton Benjamin"
4635,"Damon Kemp & Wolfgang"
4635,"Noam Dar & Sha Samuels"
4632,"Ashton Smith & Oliver Carter"
4632,"Rohan Raja & Teoman, Trent Seven & Tyler Bate"
4627,"Ashton Smith & Oliver Carter"
4627,"Trent Seven & Tyler Bate"
4625,"Mark Andrews  & Wild Boar"
4625,"Primate & T-Bone"
4622,"Ashton Smith & Oliver Carter"
4622,"Joe Coffey & Mark Coffey"
4620,"Dave Mastiff & Jack Starz"
4620,"Rohan Raja & Teoman"
4617,"Amale & Angel Hayze"
4617,"Eliza Alexander & Xia Brookside"
4615,"Dexter Lumis & Duke Hudson"
4615,"Elton Prince & Kit Wilson"
4613,"Damaris Griffin & Quincy Elliott"
4613,"Edris Enofe & Malik Blade"
4611,"Liv Morgan & Rhea Ripley"
4611,"Naomi & Sasha Banks"
4610,"Angelo Dawkins & Montez Ford"
4610,"Randy Orton & Riddle"
4604,"Dave Mastiff & Jack Starz"
4604,"Joe Coffey & Mark Coffey"
4600,"Brooks Jensen & Josh Briggs"
4600,"Brutus Creed & Julius Creed, Cruz Del Toro & Joaquin Wilde, Elton Prince & Kit Wilson,Grayson Waller & Sanga"
4597,"Apollo Crews & Commander Azeez"
4597,"Cedric Alexander & Shelton Benjamin"
4594,"Chad Gable & Otis"
4594,"Randy Orton & Riddle"
4593,"Angelo Dawkins & Montez Ford"
4593,"Jey Uso & Jimmy Uso"
4588,"Brutus Creed & Julius Creed"
4588,"Fabian Aichner & Marcel Barthel"
4587,"Dakota Kai & Raquel Gonzalez"
4587,"Gigi Dolin & Jacy Jayne"
4584,"Andre Chase & Bodhi Hayward"
4584,"Channing Lauren & Troy Donovan"
4582,"Liv Morgan & Rhea Ripley"
4582,"Naomi & Sasha Banks"
4580,"Austin Theory, Jey Uso & Jimmy Uso"
4580,"Finn Balor, Randy Orton & Riddle"
4579,"Angelo Dawkins & Montez Ford"
4579,"Chad Gable & Otis"
4574,"Carmella & Queen Zelina"
4574,"Liv Morgan & Rhea Ripley, Naomi & Sasha Banks, Natalya & Shayna Baszler"
4572,"Angelo Dawkins & Montez Ford"
4572,"Chad Gable & Otis, Randy Orton & Riddle"
4571,"Kofi Kingston & Xavier Woods"
4571,"Ridge Holland & Sheamus"
4567,"Dominik Mysterio & Rey Mysterio"
4567,"Logan Paul & The Miz"
4563,"Jey Uso & Jimmy Uso"
4563,"Rick Boogs & Shinsuke Nakamura"
4559,"Dakota Kai & Raquel Gonzalez"
4559,"Gigi Dolin & Jacy Jayne"
4556,"Brutus Creed & Julius Creed"
4556,"Fabian Aichner & Marcel Barthel, Nash Carter & Wes Lee"
4553,"Austin Theory, Jey Uso & Jimmy Uso"
4553,"Finn Balor, Rick Boogs & Shinsuke Nakamura"
4546,"Brooks Jensen & Josh Briggs"
4546,"Joaquin Wilde & Raul Mendoza"
4544,"Fabian Aichner, Gunther & Marcel Barthel"
4544,"LA Knight, Nash Carter & Wes Lee"
4542,"Jey Uso & Jimmy Uso"
4542,"Randy Orton & Riddle"
4541,"Carmella, Natalya, Queen Zelina & Shayna Baszler"
4541,"Liv Morgan, Naomi, Rhea Ripley & Sasha Banks"
4535,"Edris Enofe & Malik Blade"
4535,"Ikemen Jiro & Kushida"
4532,"Dakota Kai & Wendy Choo"
4532,"Io Shirai & Kay Lee Ray"
4527,"Chad Gable & Otis"
4527,"Randy Orton & Riddle"
4525,"Dolph Ziggler & Robert Roode"
4525,"Dominik Mysterio & Rey Mysterio"
4524,"Drew McIntyre, Erik & Ivar"
4524,"Happy Corbin, Jinder Mahal & Shanky"
4523,"Liv Morgan & Rhea Ripley"
4523,"Naomi & Sasha Banks"
4512,"Big E & Kofi Kingston"
4512,"Ridge Holland & Sheamus"
4509,"Danny Jones & Josh Morrell"
4509,"Primate & T-Bone"
4507,"Brooks Jensen & Josh Briggs"
4507,"James Drake  & Zack Gibson"
4506,"Cora Jade & Raquel Gonzalez"
4506,"Dakota Kai & Wendy Choo"
4504,"Fabian Aichner & Marcel Barthel"
4504,"Nash Carter & Wes Lee"
4503,"Io Shirai & Kay Lee Ray"
4503,"Kacy Catanzaro & Kayden Carter"
4500,"Chad Gable & Otis"
4500,"Kevin Owens & Seth Rollins, Randy Orton & Riddle"
4499,"Bron Breakker & Tommaso Ciampa"
4499,"Dolph Ziggler & Robert Roode"
4498,"Carmella & Queen Zelina"
4498,"Liv Morgan & Rhea Ripley"
4497,"Angelo Dawkins & Montez Ford"
4497,"Cedric Alexander & Shelton Benjamin"
4495,"Erik & Ivar"
4495,"Jey Uso & Jimmy Uso"
4492,"Dave Mastiff & Jack Starz"
4492,"Lewis Howley & Sam Stoker"
4488,"A-Kid & Saxon Huxley"
4488,"Charlie Dempsey & Rohan Raja"
4486,"Bron Breakker & Tommaso Ciampa"
4486,"Dolph Ziggler & Robert Roode"
4483,"Dakota Kai & Wendy Choo"
4483,"Indi Hartwell & Persia Pirotta"
4482,"Edris Enofe & Malik Blade"
4482,"Joaquin Wilde & Raul Mendoza"
4481,"Becky Lynch, Doudrop & Nikki ASH"
4481,"Bianca Belair, Liv Morgan & Rhea Ripley"
4480,"Angelo Dawkins & Montez Ford"
4480,"Randy Orton & Riddle"
4478,"Chad Gable & Otis"
4478,"Kevin Owens & Seth Rollins"
4477,"Angel    & Humberto"
4477,"Big E & Kofi Kingston"
4473,"Ashton Smith & Oliver Carter"
4473,"Trent Seven & Tyler Bate"
4470,"Harland & Joe Gacy"
4470,"Ikemen Jiro & Kushida"
4466,"Kevin Owens & Seth Rollins"
4466,"Randy Orton & Riddle"
4465,"Dolph Ziggler & Robert Roode"
4465,"Finn Balor & Tommaso Ciampa"
4464,"Angelo Dawkins & Montez Ford"
4464,"Chad Gable & Otis"
4460,"Charlotte Flair & Sonya Deville"
4460,"Naomi & Ronda Rousey"
4455,"Brutus Creed & Julius Creed"
4455,"Nash Carter & Wes Lee"
4451,"Gigi Dolin & Jacy Jayne"
4451,"Indi Hartwell & Persia Pirotta"
4447,"Chad Gable & Otis"
4447,"Dominik Mysterio & Rey Mysterio"
4443,"Angel    & Humberto"
4443,"Big E & Kofi Kingston"
4436,"Edris Enofe & Malik Blade"
4436,"Nash Carter & Wes Lee"
4433,"Brutus Creed & Julius Creed"
4433,"James Drake  & Zack Gibson"
4429,"Cedric Alexander & Shelton Benjamin"
4429,"Dolph Ziggler & Robert Roode"
4428,"Angelo Dawkins & Montez Ford"
4428,"Chad Gable & Otis"
4424,"Kevin Owens & Seth Rollins"
4424,"Randy Orton & Riddle"
4423,"Cesaro & Ricochet"
4423,"Ridge Holland & Sheamus"
4422,"Angel    & Humberto"
4422,"Big E & Kofi Kingston"
4420,"Ashton Smith & Oliver Carter"
4420,"Dave Mastiff & Jack Starz"
4419,"Bron Breakker & Tommaso Ciampa"
4419,"Joaquin Wilde & Raul Mendoza"
4418,"Brutus Creed, Julius Creed & Roderick Strong"
4418,"Fabian Aichner, Gunther & Marcel Barthel"
4417,"Fallon Henley & Lash Legend"
4417,"Kacy Catanzaro & Kayden Carter"
4404,"Beth Phoenix & Edge"
4404,"Maryse & The Miz"
4401,"Big E & Kofi Kingston"
4401,"Happy Corbin & Madcap Moss"
4400,"Cesaro & Ricochet"
4400,"Ridge Holland & Sheamus"
4399,"Charlie Dempsey, Rohan Raja & Teoman"
4399,"Joe Coffey, Mark Coffey & Wolfgang"
4395,"Amari Miller & Lash Legend"
4395,"Valentina Feroz & Yulisa Leon"
4392,"Gigi Dolin, Jacy Jayne & Mandy Rose"
4392,"Indi Hartwell, Kay Lee Ray & Persia Pirotta"
4391,"Andre Chase & Bodhi Hayward"
4391,"James Drake  & Zack Gibson"
4389,"Ikemen Jiro & Kushida"
4389,"Nash Carter & Wes Lee"
4388,"Angelo Dawkins & Montez Ford"
4388,"Dominik Mysterio & Rey Mysterio"
4381,"Jey Uso & Jimmy Uso"
4381,"Kevin Owens & Seth Rollins"
4379,"Lewis Howley & Sam Stoker"
4379,"Sam Gradwell & Saxon Huxley"
4376,"Brooks Jensen & Josh Briggs"
4376,"Brutus Creed & Julius Creed"
4372,"Angelo Dawkins, Dominik Mysterio, Montez Ford & Rey Mysterio"
4372,"Apollo Crews, Commander Azeez, Dolph Ziggler & Robert Roode"
4368,"Angel    & Humberto"
4368,"Cesaro & Mansoor, Erik & Ivar, Jinder Mahal & Shanky"
4362,"Chad Gable & Otis"
4362,"Randy Orton & Riddle"
4361,"Angelo Dawkins, Damian Priest & Montez Ford"
4361,"Apollo Crews, Dolph Ziggler & Robert Roode"
4354,"Jey Uso & Jimmy Uso"
4354,"King Woods & Kofi Kingston"
4347,"Fabian Aichner, Marcel Barthel & WALTER"
4347,"Nash Carter, Riddle & Wes Lee"
4344,"Cedric Alexander & Shelton Benjamin"
4344,"Dominik Mysterio & Rey Mysterio"
4338,"Jey Uso & Jimmy Uso"
4338,"King Woods & Kofi Kingston"
4337,"Angelo Dawkins & Montez Ford"
4337,"Randy Orton & Riddle"
4336,"Cesaro & Ricochet"
4336,"Ridge Holland & Sheamus"
4332,"Cora Jade & Raquel Gonzalez"
4332,"Io Shirai & Kay Lee Ray"
4330,"Angelo Dawkins & Montez Ford"
4330,"Dominik Mysterio & Rey Mysterio"
4325,"Brutus Creed & Julius Creed"
4325,"James Drake  & Zack Gibson"
4322,"Akira Tozawa & R-Truth"
4322,"Apollo Crews & Commander Azeez"
4317,"Big E & Bobby Lashley"
4317,"Kevin Owens & Seth Rollins"
4316,"Charlotte Flair & Shotzi"
4316,"Sasha Banks & Toni Storm"
4315,"Jey Uso & Jimmy Uso"
4315,"King Woods & Kofi Kingston"
4312,"Drew McIntyre, King Woods & Kofi Kingston"
4312,"Jey Uso, Jimmy Uso & Madcap Moss"
4308,"Ikemen Jiro & Kushida"
4308,"James Drake  & Zack Gibson"
4307,"Joaquin Wilde & Raul Mendoza"
4307,"Malik Blade & Ru Feng"
4306,"Erica Yan & Fallon Henley"
4306,"Valentina Feroz & Yulisa Leon"
4302,"Damian Priest & Finn Balor"
4302,"Dolph Ziggler & Robert Roode"
4299,"Jey Uso & Jimmy Uso"
4299,"King Woods & Kofi Kingston, Randy Orton & Riddle"
4296,"Brooks Jensen & Josh Briggs"
4296,"Brutus Creed & Julius Creed"
4292,"AJ Styles & Omos"
4292,"Angelo Dawkins & Montez Ford"
4287,"Apollo Crews & Commander Azeez"
4287,"Cedric Alexander & Shelton Benjamin"
4285,"Cora Jade, Io Shirai, Kay Lee Ray & Raquel Gonzalez"
4285,"Dakota Kai, Gigi Dolin, Jacy Jayne & Mandy Rose"
4284,"Fabian Aichner & Marcel Barthel"
4284,"Kyle O'Reilly & Von Wagner"
4281,"Bron Breakker, Carmelo Hayes, Grayson Waller & Tony D'Angelo"
4281,"Johnny Gargano, LA Knight, Pete Dunne & Tommaso Ciampa"
4277,"Joaquin Wilde & Raul Mendoza"
4277,"Kyle O'Reilly & Von Wagner"
4276,"Brutus Creed & Julius Creed"
4276,"Ikemen Jiro & Kushida"
4273,"Dolph Ziggler & Robert Roode"
4273,"Randy Orton & Riddle"
4271,"Becky Lynch, Carmella, Doudrop, Queen Zelina & Tamina"
4271,"Bianca Belair, Dana Brooke, Liv Morgan, Nikki ASH & Rhea Ripley"
4269,"Naomi & Sasha Banks"
4269,"Natalya & Shayna Baszler"
4267,"Drew McIntyre & Jeff Hardy"
4267,"Happy Corbin & Madcap Moss"
4260,"AJ Styles & Omos"
4260,"Angelo Dawkins & Montez Ford"
4258,"Dominik Mysterio & Rey Mysterio"
4257,"Angel    & Humberto"
4257,"Erik & Ivar"
4254,"Bianca Belair, Carmella, Liv Morgan, Queen Zelina & Rhea Ripley"
4254,"Natalya, Sasha Banks, Shayna Baszler, Shotzi & Toni Storm"
4252,"Austin Theory, Bobby Lashley, Finn Balor, Kevin Owens & Seth Rollins"
4252,"Drew McIntyre, Happy Corbin, Jeff Hardy, King Woods & Sheamus"
4250,"Jey Uso & Jimmy Uso"
4250,"Randy Orton & Riddle"
4247,"Dave Mastiff & Jack Starz"
4247,"Rohan Raja & Teoman"
4246,"Ashton Smith & Oliver Carter"
4246,"Primate & T-Bone"
4236,"Lewis Howley & Sam Stoker"
4236,"Trent Seven & Tyler Bate"
4233,"Brutus Creed, Julius Creed & Roderick Strong"
4233,"Ikemen Jiro, Kushida & Odyssey Jones"
4231,"Brooks Jensen & Josh Briggs"
4231,"Kyle O'Reilly & Von Wagner"
4230,"Kacy Catanzaro & Kayden Carter"
4230,"Valentina Feroz & Yulisa Leon"
4228,"Apollo Crews & Commander Azeez"
4228,"Cedric Alexander & Shelton Benjamin"
4227,"Big E, Randy Orton & Riddle"
4227,"Jey Uso, Jimmy Uso & Seth Rollins"
4226,"Angelo Dawkins & Montez Ford"
4226,"Chad Gable & Otis"
4221,"Aliyah, Naomi & Sasha Banks"
4221,"Natalya, Shayna Baszler & Shotzi"
4219,"Gigi Dolin, Jacy Jayne & Mandy Rose"
4219,"Io Shirai, Kacy Catanzaro & Kayden Carter"
4212,"AJ Styles, Dolph Ziggler, Omos & Robert Roode"
4212,"Angelo Dawkins, Montez Ford, Randy Orton & Riddle"
4209,"Angel    & Humberto"
4209,"Cesaro & Mansoor"
4206,"Joaquin Wilde & Raul Mendoza"
4206,"Kyle O'Reilly & Von Wagner"
4205,"Carmelo Hayes & Trick Williams"
4205,"Dexter Lumis & Johnny Gargano"
4204,"Ikemen Jiro & Kushida"
4204,"James Drake  & Zack Gibson"
4198,"Angelo Dawkins & Montez Ford"
4198,"Dolph Ziggler & Robert Roode"
4196,"Carmella & Zelina Vega"
4196,"Nikki ASH & Rhea Ripley"
4193,"Happy Corbin & Madcap Moss"
4193,"Rick Boogs & Shinsuke Nakamura"
4192,"Jey Uso & Jimmy Uso"
4192,"King Woods & Kofi Kingston"
4191,"Fabian Aichner & Marcel Barthel"
4191,"Nash Carter & Wes Lee"
4188,"Gigi Dolin & Jacy Jayne"
4188,"Indi Hartwell & Persia Pirotta, Io Shirai & Zoey Stark"
4185,"Angelo Dawkins & Montez Ford"
4185,"Chad Gable & Otis, Dolph Ziggler & Robert Roode"
4184,"Dolph Ziggler & Robert Roode"
4184,"Randy Orton & Riddle"
4172,"AJ Styles & Omos"
4172,"Randy Orton & Riddle"
4170,"Cedric Alexander & Shelton Benjamin"
4170,"Jey Uso & Jimmy Uso"
4167,"Bron Breakker & Tommaso Ciampa"
4167,"James Drake  & Zack Gibson"
4166,"Brooks Jensen & Josh Briggs"
4166,"Joaquin Wilde & Raul Mendoza"
4164,"Brutus Creed & Julius Creed"
4164,"Fabian Aichner & Marcel Barthel"
4162,"Angel Garza & Humberto Carrillo"
4162,"John Morrison & Ricochet"
4159,"Angelo Dawkins & Montez Ford"
4159,"Randy Orton & Riddle"
4157,"Big E & Drew McIntyre"
4157,"Dolph Ziggler & Robert Roode"
4154,"Angelo Dawkins & Montez Ford"
4154,"Jey Uso & Jimmy Uso"
4148,"Kyle O'Reilly & Von Wagner"
