"Date","Promotion","Event","EventName","EventType","Location","CityTown","StateProvince","Country"
2019-06-22,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Dallas, Texas, USA","Dallas","Texas","USA"
2019-06-22,"WWE","WWE Live","WWE Live","Non-Televised","Spokane, Washington, USA","Spokane","Washington","USA"
2019-06-21,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Houston, Texas, USA","Houston","Texas","USA"
2019-06-21,"WWE","WWE Live","WWE Live","Non-Televised","Missoula, Montana, USA","Missoula","Montana","USA"
2019-06-20,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","San Antonio, Texas, USA","San Antonio","Texas","USA"
2019-06-18,"WWE","WWE SmackDown Live","WWE SmackDown Live #1035","Televised","Ontario, California, USA","Ontario","California","USA"
2019-06-18,"WWE","WWE 205 Live","WWE 205 Live #134","Televised","Ontario, California, USA","Ontario","California","USA"
2019-06-17,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1360","Televised","Los Angeles, California, USA","Los Angeles","California","USA"
2019-06-17,"WWE","WWE Main Event","WWE Main Event #351","Televised","Los Angeles, California, USA","Los Angeles","California","USA"
2019-06-16,"WWE","WWE NXT UK","WWE NXT UK #52","Televised","Donington Park, Leicestershire, England, UK","Donington Park","Leicestershire","England"
2019-06-16,"WWE","WWE NXT UK","WWE NXT UK #51","Televised","Donington Park, Leicestershire, England, UK","Donington Park","Leicestershire","England"
2019-06-16,"WWE","WWE NXT UK","WWE NXT UK #50","Televised","Donington Park, Leicestershire, England, UK","Donington Park","Leicestershire","England"
2019-06-16,"WWE","WWE NXT At Download","WWE NXT At Download 2019","Non-Televised","Donington Park, Leicestershire, England, UK","Donington Park","Leicestershire","England"
2019-06-16,"WWE","WWE Live","WWE Live","Non-Televised","San Diego, California, USA","San Diego","California","USA"
2019-06-16,"WWE","WWE Live","WWE Live","Non-Televised","West Valley City, Utah, USA","West Valley City","Utah","USA"
2019-06-15,"WWE","WWE NXT UK","WWE NXT UK #49","Televised","Donington Park, Leicestershire, England, UK","Donington Park","Leicestershire","England"
2019-06-15,"WWE","WWE NXT UK","WWE NXT UK #48","Televised","Donington Park, Leicestershire, England, UK","Donington Park","Leicestershire","England"
2019-06-15,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Fern Park, Florida, USA","Fern Park","Florida","USA"
2019-06-15,"WWE","WWE NXT At Download","WWE NXT At Download 2019","Non-Televised","Donington Park, Leicestershire, England, UK","Donington Park","Leicestershire","England"
2019-06-15,"WWE","WWE Live","WWE Live","Non-Televised","Denver, Colorado, USA","Denver","Colorado","USA"
2019-06-15,"WWE","WWE Live","WWE Live","Non-Televised","Anaheim, California, USA","Anaheim","California","USA"
2019-06-14,"WWE","WWE NXT UK","WWE NXT UK #47","Televised","Donington Park, Leicestershire, England, UK","Donington Park","Leicestershire","England"
2019-06-14,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Ocala, Florida, USA","Ocala","Florida","USA"
2019-06-14,"WWE","WWE NXT At Download","WWE NXT At Download 2019","Non-Televised","Donington Park, Leicestershire, England, UK","Donington Park","Leicestershire","England"
2019-06-14,"WWE","WWE Live","WWE Live","Non-Televised","Winnipeg, Manitoba, Canada","Winnipeg","Manitoba","Canada"
2019-06-13,"WWE","WWE NXT","WWE NXT #485","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-06-13,"WWE","WWE NXT","WWE NXT #484","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-06-13,"WWE","WWE NXT","WWE NXT #483","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-06-13,"WWE","WWE NXT","WWE NXT #482","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-06-12,"WWE","WWE NXT","WWE NXT #481","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-06-12,"WWE","WWE NXT","WWE NXT #480","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-06-12,"WWE","WWE NXT","WWE NXT #479","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-06-12,"WWE","WWE NXT","WWE NXT #478","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-06-11,"WWE","WWE SmackDown Live","WWE SmackDown Live #1034","Televised","Sacramento, California, USA","Sacramento","California","USA"
2019-06-11,"WWE","WWE 205 Live","WWE 205 Live #133","Televised","Sacramento, California, USA","Sacramento","California","USA"
2019-06-10,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1359","Televised","San Jose, California, USA","San Jose","California","USA"
2019-06-10,"WWE","WWE Main Event","WWE Main Event #350","Televised","San Jose, California, USA","San Jose","California","USA"
2019-06-10,"WWE","WWE Live","WWE Live","Non-Televised","Reno, Nevada, USA","Reno","Nevada","USA"
2019-06-09,"WWE","WWE Live","WWE Live","Non-Televised","Stockton, California, USA","Stockton","California","USA"
2019-06-09,"WWE","WWE Live","WWE Live","Non-Televised","Fresno, California, USA","Fresno","California","USA"
2019-06-08,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Fort Pierce, Florida, USA","Fort Pierce","Florida","USA"
2019-06-07,"WWE","WWE Super ShowDown","WWE Super ShowDown 2019 Kickoff","Televised","Jeddah, Saudi-Arabien","Jeddah","Saudi-Arabien","Saudi Arabia"
2019-06-07,"WWE","WWE Super ShowDown","WWE Super ShowDown 2019","PLE/PPV","Jeddah, Saudi-Arabien","Jeddah","Saudi-Arabien","Saudi Arabia"
2019-06-07,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Tampa, Florida, USA","Tampa","Florida","USA"
2019-06-06,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Largo, Florida, USA","Largo","Florida","USA"
2019-06-04,"WWE","WWE SmackDown Live","WWE SmackDown Live #1033","Televised","Laredo, Texas, USA","Laredo","Texas","USA"
2019-06-04,"WWE","WWE 205 Live","WWE 205 Live #132","Televised","Laredo, Texas, USA","Laredo","Texas","USA"
2019-06-03,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1358","Televised","Austin, Texas, USA","Austin","Texas","USA"
2019-06-03,"WWE","WWE Main Event","WWE Main Event #349","Televised","Austin, Texas, USA","Austin","Texas","USA"
2019-06-02,"WWE","WWE Live","WWE Live","Non-Televised","College Station, Texas, USA","College Station","Texas","USA"
2019-06-02,"WWE","WWE Live","WWE Live","Non-Televised","San Angelo, Texas, USA","San Angelo","Texas","USA"
2019-06-01,"WWE","WWE NXT TakeOver XXV","WWE NXT TakeOver XXV","PLE/PPV","Bridgeport, Connecticut, USA","Bridgeport","Connecticut","USA"
2019-06-01,"WWE","WWE NXT","WWE NXT #476","Televised","Bridgeport, Connecticut, USA","Bridgeport","Connecticut","USA"
2019-06-01,"WWE","WWE Live","WWE Live","Non-Televised","Waco, Texas, USA","Waco","Texas","USA"
2019-06-01,"WWE","WWE Live","WWE Live","Non-Televised","Lubbock, Texas, USA","Lubbock","Texas","USA"
2019-05-31,"WWE","WWE Live","WWE Live","Non-Televised","Rio Rancho, New Mexico, USA","Rio Rancho","New Mexico","USA"
2019-05-28,"WWE","WWE SmackDown Live","WWE SmackDown Live #1032","Televised","Tulsa, Oklahoma, USA","Tulsa","Oklahoma","USA"
2019-05-28,"WWE","WWE 205 Live","WWE 205 Live #131","Televised","Tulsa, Oklahoma, USA","Tulsa","Oklahoma","USA"
2019-05-27,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1357","Televised","Kansas City, Missouri, USA","Kansas City","Missouri","USA"
2019-05-27,"WWE","WWE Main Event","WWE Main Event #348","Televised","Kansas City, Missouri, USA","Kansas City","Missouri","USA"
2019-05-25,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Daytona Beach, Florida, USA","Daytona Beach","Florida","USA"
2019-05-24,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Coral Gables, Florida, USA","Coral Gables","Florida","USA"
2019-05-23,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Bartow, Florida, USA","Bartow","Florida","USA"
2019-05-21,"WWE","WWE SmackDown Live","WWE SmackDown Live #1031","Televised","Providence, Rhode Island, USA","Providence","Rhode Island","USA"
2019-05-21,"WWE","WWE 205 Live","WWE 205 Live #130","Televised","Providence, Rhode Island, USA","Providence","Rhode Island","USA"
2019-05-20,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1356","Televised","Albany, New York, USA","Albany","New York","USA"
2019-05-20,"WWE","WWE Main Event","WWE Main Event #347","Televised","Albany, New York, USA","Albany","New York","USA"
2019-05-19,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Asbury Park, New Jersey, USA","Asbury Park","New Jersey","USA"
2019-05-19,"WWE","WWE Money In The Bank","WWE Money In The Bank 2019 Kickoff","PLE/PPV","Hartford, Connecticut, USA","Hartford","Connecticut","USA"
2019-05-19,"WWE","WWE Money In The Bank","WWE Money In The Bank 2019","PLE/PPV","Hartford, Connecticut, USA","Hartford","Connecticut","USA"
2019-05-18,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Sanford, Florida, USA","Sanford","Florida","USA"
2019-05-18,"WWE","WWE NXT","WWE NXT #477","Televised","Bel Air, Maryland, USA","Bel Air","Maryland","USA"
2019-05-17,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Philadelphia, Pennsylvania, USA","Philadelphia","Pennsylvania","USA"
2019-05-17,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","St. Petersburg, Florida, USA","St. Petersburg","Florida","USA"
2019-05-17,"WWE","WWE Live","WWE Live","Non-Televised","Cardiff, Wales, UK","Cardiff","Wales","UK"
2019-05-17,"WWE","WWE Live","WWE Live","Non-Televised","Berlin, Deutschland","Berlin","Deutschland","Germany"
2019-05-16,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Tampa, Florida, USA","Tampa","Florida","USA"
2019-05-16,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Bethlehem, Pennsylvania, USA","Bethlehem","Pennsylvania","USA"
2019-05-16,"WWE","WWE Live","WWE Live","Non-Televised","Sheffield, South Yorkshire, England, UK","Sheffield","South Yorkshire","England"
2019-05-16,"WWE","WWE Live","WWE Live","Non-Televised","Hamburg, Deutschland","Hamburg","Deutschland","Germany"
2019-05-15,"WWE","WWE Live","WWE Live","Non-Televised","Birmingham, West Midlands, England, UK","Birmingham","West Midlands","England"
2019-05-15,"WWE","WWE Live","WWE Live","Non-Televised","Magdeburg, Sachsen-Anhalt, Deutschland","Magdeburg","Sachsen-Anhalt","Deutschland"
2019-05-14,"WWE","WWE SmackDown Live","WWE SmackDown Live #1030","Televised","London, England, UK","London","England","UK"
2019-05-14,"WWE","WWE Live","WWE Live","Non-Televised","Paris, Frankreich","Paris","Frankreich","France"
2019-05-14,"WWE","WWE 205 Live","WWE 205 Live #129","Televised","London, England, UK","London","England","UK"
2019-05-13,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1355","Televised","London, England, UK","London","England","UK"
2019-05-13,"WWE","WWE Main Event","WWE Main Event #346","Televised","London, England, UK","London","England","UK"
2019-05-13,"WWE","WWE Live","WWE Live","Non-Televised","Bournemouth, Dorset, England, UK","Bournemouth","Dorset","England"
2019-05-12,"WWE","WWE Live","WWE Live","Non-Televised","Oslo, Norwegen","Oslo","Norwegen","Norway"
2019-05-12,"WWE","WWE Live","WWE Live","Non-Televised","Liverpool, Merseyside, England, UK","Liverpool","Merseyside","England"
2019-05-11,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","St. Augustine, Florida, USA","St. Augustine","Florida","USA"
2019-05-11,"WWE","WWE Live","WWE Live","Non-Televised","Stockholm, Schweden","Stockholm","Schweden","Sweden"
2019-05-11,"WWE","WWE Live","WWE Live","Non-Televised","Newcastle Upon Tyne, Tyne And Wear, England, UK","Newcastle Upon Tyne","Tyne And Wear","England"
2019-05-10,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Sebring, Florida, USA","Sebring","Florida","USA"
2019-05-10,"WWE","WWE Live","WWE Live","Non-Televised","Helsinki, Finnland","Helsinki","Finnland","Finnland"
2019-05-10,"WWE","WWE Live","WWE Live","Non-Televised","Aix-en-Provence, Frankreich","Aix-en-Provence","Frankreich","France"
2019-05-09,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Largo, Florida, USA","Largo","Florida","USA"
2019-05-09,"WWE","WWE Live","WWE Live","Non-Televised","Dublin, Ireland","Dublin","Ireland","Ireland"
2019-05-09,"WWE","WWE Live","WWE Live","Non-Televised","Brüssel, Belgien","Brüssel","Belgien","Belgium"
2019-05-08,"WWE","WWE Live","WWE Live","Non-Televised","Belfast, Northern Ireland, UK","Belfast","Northern Ireland","UK"
2019-05-07,"WWE","WWE SmackDown Live","WWE SmackDown Live #1029","Televised","Louisville, Kentucky, USA","Louisville","Kentucky","USA"
2019-05-07,"WWE","WWE 205 Live","WWE 205 Live #128","Televised","Louisville, Kentucky, USA","Louisville","Kentucky","USA"
2019-05-06,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1354","Televised","Cincinnati, Ohio, USA","Cincinnati","Ohio","USA"
2019-05-06,"WWE","WWE Main Event","WWE Main Event #345","Televised","Cincinnati, Ohio, USA","Cincinnati","Ohio","USA"
2019-05-05,"WWE","WWE Live","WWE Live","Non-Televised","Evansville, Indiana, USA","Evansville","Indiana","USA"
2019-05-04,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Fort Pierce, Florida, USA","Fort Pierce","Florida","USA"
2019-05-03,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","West Palm Beach, Florida, USA","West Palm Beach","Florida","USA"
2019-05-02,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Melbourne, Florida, USA","Melbourne","Florida","USA"
2019-05-01,"WWE","WWE NXT","WWE NXT #475","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-05-01,"WWE","WWE NXT","WWE NXT #474","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-05-01,"WWE","WWE NXT","WWE NXT #473","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-04-30,"WWE","WWE SmackDown Live","WWE SmackDown Live #1028","Televised","Columbus, Ohio, USA","Columbus","Ohio","USA"
2019-04-30,"WWE","WWE 205 Live","WWE 205 Live #127","Televised","Columbus, Ohio, USA","Columbus","Ohio","USA"
2019-04-29,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1353","Televised","Lexington, Kentucky, USA","Lexington","Kentucky","USA"
2019-04-29,"WWE","WWE Main Event","WWE Main Event #344","Televised","Lexington, Kentucky, USA","Lexington","Kentucky","USA"
2019-04-29,"WWE","WWE Live","WWE Live","Non-Televised","Huntington, West Virginia, USA","Huntington","West Virginia","USA"
2019-04-28,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","St. Paul, Minnesota, USA","St. Paul","Minnesota","USA"
2019-04-27,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Dade City, Florida, USA","Dade City","Florida","USA"
2019-04-27,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Milwaukee, Wisconsin, USA","Milwaukee","Wisconsin","USA"
2019-04-26,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Daytona Beach, Florida, USA","Daytona Beach","Florida","USA"
2019-04-26,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Davenport, Iowa, USA","Davenport","Iowa","USA"
2019-04-25,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Ralston, Nebraska, USA","Ralston","Nebraska","USA"
2019-04-25,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2019-04-23,"WWE","WWE SmackDown Live","WWE SmackDown Live #1027","Televised","Lincoln, Nebraska, USA","Lincoln","Nebraska","USA"
2019-04-23,"WWE","WWE 205 Live","WWE 205 Live #126","Televised","Lincoln, Nebraska, USA","Lincoln","Nebraska","USA"
2019-04-22,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1352","Televised","Des Moines, Iowa, USA","Des Moines","Iowa","USA"
2019-04-22,"WWE","WWE Main Event","WWE Main Event #343","Televised","Des Moines, Iowa, USA","Des Moines","Iowa","USA"
2019-04-22,"WWE","WWE Live","WWE Live","Non-Televised","Sioux City, Iowa, USA","Sioux City","Iowa","USA"
2019-04-21,"WWE","WWE Live - The Shield's Final Chapter","WWE Live - The Shield's Final Chapter","Non-Televised","Moline, Illinois, USA","Moline","Illinois","USA"
2019-04-21,"WWE","WWE Live","WWE Live","Non-Televised","Rochester, Minnesota, USA","Rochester","Minnesota","USA"
2019-04-20,"WWE","WWE NXT UK","WWE NXT UK #46","Televised","Glasgow, Scotland, UK","Glasgow","Scotland","UK"
2019-04-20,"WWE","WWE NXT UK","WWE NXT UK #45","Televised","Glasgow, Scotland, UK","Glasgow","Scotland","UK"
2019-04-20,"WWE","WWE NXT UK","WWE NXT UK #44","Televised","Glasgow, Scotland, UK","Glasgow","Scotland","UK"
2019-04-20,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Tampa, Florida, USA","Tampa","Florida","USA"
2019-04-20,"WWE","WWE Live","WWE Live","Non-Televised","Springfield, Illinois, USA","Springfield","Illinois","USA"
2019-04-20,"WWE","WWE Live","WWE Live","Non-Televised","Madison, Wisconsin, USA","Madison","Wisconsin","USA"
2019-04-19,"WWE","WWE NXT UK","WWE NXT UK #43","Televised","Glasgow, Scotland, UK","Glasgow","Scotland","UK"
2019-04-19,"WWE","WWE NXT UK","WWE NXT UK #42","Televised","Glasgow, Scotland, UK","Glasgow","Scotland","UK"
2019-04-19,"WWE","WWE NXT UK","WWE NXT UK #41","Televised","Glasgow, Scotland, UK","Glasgow","Scotland","UK"
2019-04-19,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Jacksonville, Florida, USA","Jacksonville","Florida","USA"
2019-04-19,"WWE","WWE Live","WWE Live","Non-Televised","St. Louis, Missouri, USA","St. Louis","Missouri","USA"
2019-04-18,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Lakeland, Florida, USA","Lakeland","Florida","USA"
2019-04-16,"WWE","WWE SmackDown Live","WWE SmackDown Live #1026 - Superstar Shake-up 2019","Televised","Montreal, Quebec, Canada","Montreal","Quebec","Canada"
2019-04-16,"WWE","WWE 205 Live","WWE 205 Live #125","Televised","Montreal, Quebec, Canada","Montreal","Quebec","Canada"
2019-04-15,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1351 - Superstar Shake-up 2019","Televised","Montreal, Quebec, Canada","Montreal","Quebec","Canada"
2019-04-15,"WWE","WWE Main Event","WWE Main Event #342","Televised","Montreal, Quebec, Canada","Montreal","Quebec","Canada"
2019-04-13,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Sanford, Florida, USA","Sanford","Florida","USA"
2019-04-12,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Largo, Florida, USA","Largo","Florida","USA"
2019-04-10,"WWE","WWE NXT","WWE NXT #472","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-04-10,"WWE","WWE NXT","WWE NXT #471","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-04-10,"WWE","WWE NXT","WWE NXT #470","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-04-10,"WWE","WWE NXT","WWE NXT #469","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-04-09,"WWE","WWE SmackDown Live","WWE SmackDown Live #1025","Televised","New York City, New York, USA","New York City","New York","USA"
2019-04-09,"WWE","WWE 205 Live","WWE 205 Live #124","Televised","New York City, New York, USA","New York City","New York","USA"
2019-04-08,"WWE","WWE Worlds Collide","WWE Worlds Collide 2019: Women Collide","PLE/PPV","New York City, New York, USA","New York City","New York","USA"
2019-04-08,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1350","Televised","New York City, New York, USA","New York City","New York","USA"
2019-04-08,"WWE","WWE Main Event","WWE Main Event #341","Televised","New York City, New York, USA","New York City","New York","USA"
2019-04-07,"WWE","WWE WrestleMania","WWE WrestleMania 35 Kickoff","PLE/PPV","East Rutherford, New Jersey, USA","East Rutherford","New Jersey","USA"
2019-04-07,"WWE","WWE WrestleMania","WWE WrestleMania 35","PLE/PPV","East Rutherford, New Jersey, USA","East Rutherford","New Jersey","USA"
2019-04-06,"WWE","WWE NXT UK","WWE NXT UK #40","Televised","New York City, New York, USA","New York City","New York","USA"
2019-04-06,"WWE","WWE NXT UK","WWE NXT UK #39","Televised","New York City, New York, USA","New York City","New York","USA"
2019-04-06,"WWE","WWE NXT UK","WWE NXT UK #38","Televised","New York City, New York, USA","New York City","New York","USA"
2019-04-05,"WWE","WWE NXT TakeOver: New York","WWE NXT TakeOver: New York","PLE/PPV","New York City, New York, USA","New York City","New York","USA"
2019-04-05,"WWE","WWE NXT","WWE NXT #468","Televised","New York City, New York, USA","New York City","New York","USA"
2019-04-04,"WWE","WWE Worlds Collide","WWE Worlds Collide 2019: NXT Vs. NXT Alumni","PLE/PPV","New York City, New York, USA","New York City","New York","USA"
2019-04-04,"WWE","WWE Worlds Collide","WWE Worlds Collide 2019: Cruiserweights Collide","PLE/PPV","New York City, New York, USA","New York City","New York","USA"
2019-04-04,"WWE","WWE Worlds Collide","WWE Worlds Collide 2019: Brands Collide","PLE/PPV","New York City, New York, USA","New York City","New York","USA"
2019-04-02,"WWE","WWE SmackDown Live","WWE SmackDown Live #1024","Televised","Baltimore, Maryland, USA","Baltimore","Maryland","USA"
2019-04-02,"WWE","WWE 205 Live","WWE 205 Live #123","Televised","Baltimore, Maryland, USA","Baltimore","Maryland","USA"
2019-04-01,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1349","Televised","Washington, District Of Columbia, USA","Washington","District Of Columbia","USA"
2019-04-01,"WWE","WWE Main Event","WWE Main Event #340","Televised","Washington, District Of Columbia, USA","Washington","District Of Columbia","USA"
2019-04-01,"WWE","WWE Live","WWE Live","Non-Televised","Roanoke, Virginia, USA","Roanoke","Virginia","USA"
2019-03-31,"WWE","WWE Live","WWE Live","Non-Televised","Hershey, Pennsylvania, USA","Hershey","Pennsylvania","USA"
2019-03-30,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","St. Augustine, Florida, USA","St. Augustine","Florida","USA"
2019-03-30,"WWE","WWE Live","WWE Live","Non-Televised","Wheeling, West Virginia, USA","Wheeling","West Virginia","USA"
2019-03-29,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Gainesville, Florida, USA","Gainesville","Florida","USA"
2019-03-29,"WWE","WWE Live","WWE Live","Non-Televised","Pikeville, Kentucky, USA","Pikeville","Kentucky","USA"
2019-03-28,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Daytona Beach, Florida, USA","Daytona Beach","Florida","USA"
2019-03-26,"WWE","WWE SmackDown Live","WWE SmackDown Live #1023","Televised","Uncasville, Connecticut, USA","Uncasville","Connecticut","USA"
2019-03-26,"WWE","WWE 205 Live","WWE 205 Live #122","Televised","Uncasville, Connecticut, USA","Uncasville","Connecticut","USA"
2019-03-25,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1348","Televised","Boston, Massachusetts, USA","Boston","Massachusetts","USA"
2019-03-25,"WWE","WWE Main Event","WWE Main Event #339","Televised","Boston, Massachusetts, USA","Boston","Massachusetts","USA"
2019-03-25,"WWE","WWE Live","WWE Live","Non-Televised","Allentown, Pennsylvania, USA","Allentown","Pennsylvania","USA"
2019-03-24,"WWE","WWE Live","WWE Live","Non-Televised","Buffalo, New York, USA","Buffalo","New York","USA"
2019-03-24,"WWE","WWE Live","WWE Live","Non-Televised","Amherst, Massachusetts, USA","Amherst","Massachusetts","USA"
2019-03-23,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Fort Pierce, Florida, USA","Fort Pierce","Florida","USA"
2019-03-23,"WWE","WWE Live","WWE Live","Non-Televised","Utica, New York, USA","Utica","New York","USA"
2019-03-23,"WWE","WWE Live","WWE Live","Non-Televised","Elmira, New York, USA","Elmira","New York","USA"
2019-03-22,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Tampa, Florida, USA","Tampa","Florida","USA"
2019-03-22,"WWE","WWE Live","WWE Live","Non-Televised","Trenton, New Jersey, USA","Trenton","New Jersey","USA"
2019-03-21,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Sanford, Florida, USA","Sanford","Florida","USA"
2019-03-19,"WWE","WWE SmackDown Live","WWE SmackDown Live #1022","Televised","Indianapolis, Indiana, USA","Indianapolis","Indiana","USA"
2019-03-19,"WWE","WWE 205 Live","WWE 205 Live #121","Televised","Indianapolis, Indiana, USA","Indianapolis","Indiana","USA"
2019-03-18,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1347","Televised","Rosemont, Illinois, USA","Rosemont","Illinois","USA"
2019-03-18,"WWE","WWE Main Event","WWE Main Event #338","Televised","Rosemont, Illinois, USA","Rosemont","Illinois","USA"
2019-03-18,"WWE","WWE Live","WWE Live","Non-Televised","Rockford, Illinois, USA","Rockford","Illinois","USA"
2019-03-17,"WWE","WWE Live","WWE Live","Non-Televised","Peoria, Illinois, USA","Peoria","Illinois","USA"
2019-03-17,"WWE","WWE Live","WWE Live","Non-Televised","Green Bay, Wisconsin, USA","Green Bay","Wisconsin","USA"
2019-03-16,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Ocala, Florida, USA","Ocala","Florida","USA"
2019-03-16,"WWE","WWE Live","WWE Live","Non-Televised","Milwaukee, Wisconsin, USA","Milwaukee","Wisconsin","USA"
2019-03-16,"WWE","WWE Live","WWE Live","Non-Televised","Dubuque, Iowa, USA","Dubuque","Iowa","USA"
2019-03-15,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Venice, Florida, USA","Venice","Florida","USA"
2019-03-15,"WWE","WWE Live","WWE Live","Non-Televised","Edmonton, Alberta, Canada","Edmonton","Alberta","Canada"
2019-03-14,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","St. Petersburg, Florida, USA","St. Petersburg","Florida","USA"
2019-03-13,"WWE","WWE NXT","WWE NXT #467","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-03-13,"WWE","WWE NXT","WWE NXT #466","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-03-13,"WWE","WWE NXT","WWE NXT #465","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-03-12,"WWE","WWE SmackDown Live","WWE SmackDown Live #1021","Televised","Dayton, Ohio, USA","Dayton","Ohio","USA"
2019-03-12,"WWE","WWE 205 Live","WWE 205 Live #120","Televised","Dayton, Ohio, USA","Dayton","Ohio","USA"
2019-03-11,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1346","Televised","Pittsburgh, Pennsylvania, USA","Pittsburgh","Pennsylvania","USA"
2019-03-11,"WWE","WWE Main Event","WWE Main Event #337","Televised","Pittsburgh, Pennsylvania, USA","Pittsburgh","Pennsylvania","USA"
2019-03-11,"WWE","WWE Live","WWE Live","Non-Televised","Youngstown, Ohio, USA","Youngstown","Ohio","USA"
2019-03-10,"WWE","WWE Fastlane","WWE Fastlane 2019 Kickoff","PLE/PPV","Cleveland, Ohio, USA","Cleveland","Ohio","USA"
2019-03-10,"WWE","WWE Fastlane","WWE Fastlane 2019","PLE/PPV","Cleveland, Ohio, USA","Cleveland","Ohio","USA"
2019-03-09,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Crystal River, Florida, USA","Crystal River","Florida","USA"
2019-03-09,"WWE","WWE Live","WWE Live","Non-Televised","Rochester, New York, USA","Rochester","New York","USA"
2019-03-09,"WWE","WWE Live","WWE Live","Non-Televised","Detroit, Michigan, USA","Detroit","Michigan","USA"
