"Index","Date","Promotion","Match","CageMatchRating","CageMatchRatingVotes","WONStarRating","Opponent.1","Opponent.2"
4598,2022-04-11,"WWE","T-BAR vs. Tommaso Ciampa",NA,NA,NA,"T-BAR","Tommaso Ciampa"
4597,2022-04-11,"WWE","Apollo Crews & Commander Azeez vs. Cedric Alexander & Shelton Benjamin",NA,NA,NA,"Apollo Crews & Commander Azeez","Cedric Alexander & Shelton Benjamin"
4596,2022-04-11,"WWE","Cody Rhodes vs. The Miz",6.11,72,NA,"Cody Rhodes","The Miz"
4595,2022-04-11,"WWE","AJ Styles vs. Damian Priest",3.93,54,NA,"AJ Styles","Damian Priest"
4594,2022-04-11,"WWE","Chad Gable & Otis vs. Randy Orton & Riddle",5.26,42,NA,"Chad Gable & Otis","Randy Orton & Riddle"
4593,2022-04-11,"WWE","Angelo Dawkins & Montez Ford vs. Jey Uso & Jimmy Uso",7.02,58,NA,"Angelo Dawkins & Montez Ford","Jey Uso & Jimmy Uso"
4592,2022-04-08,"WWE","Liv Morgan vs. Sasha Banks",5.9,57,NA,"Liv Morgan","Sasha Banks"
4591,2022-04-08,"WWE","Butch    vs. Xavier Woods",5.45,37,NA,"Butch","Xavier Woods"
4590,2022-04-07,"WWE","Charlie Dempsey vs. Wolfgang",5.96,23,NA,"Charlie Dempsey","Wolfgang"
4589,2022-04-07,"WWE","Ilja Dragunov vs. Roderick Strong",8.26,151,NA,"Ilja Dragunov","Roderick Strong"
4588,2022-04-05,"WWE","Brutus Creed & Julius Creed vs. Fabian Aichner & Marcel Barthel",6.36,46,NA,"Brutus Creed & Julius Creed","Fabian Aichner & Marcel Barthel"
4587,2022-04-05,"WWE","Dakota Kai & Raquel Gonzalez vs. Gigi Dolin & Jacy Jayne",5.04,45,NA,"Dakota Kai & Raquel Gonzalez","Gigi Dolin & Jacy Jayne"
4586,2022-04-05,"WWE","Bron Breakker vs. Gunther",7.62,142,3.5,"Bron Breakker","Gunther"
4585,2022-04-05,"WWE","Guru Raaj vs. Javier Bernal",NA,NA,NA,"Guru Raaj","Javier Bernal"
4584,2022-04-05,"WWE","Andre Chase & Bodhi Hayward vs. Channing Lauren & Troy Donovan",NA,NA,NA,"Andre Chase & Bodhi Hayward","Channing Lauren & Troy Donovan"
4583,2022-04-04,"WWE","Shelton Benjamin vs. T-BAR",NA,NA,NA,"Shelton Benjamin","T-BAR"
4582,2022-04-04,"WWE","Liv Morgan & Rhea Ripley vs. Naomi & Sasha Banks",5.37,56,NA,"Liv Morgan & Rhea Ripley","Naomi & Sasha Banks"
4581,2022-04-04,"WWE","Bron Breakker vs. Dolph Ziggler",5.8,86,NA,"Bron Breakker","Dolph Ziggler"
4580,2022-04-04,"WWE","Austin Theory, Jey Uso & Jimmy Uso vs. Finn Balor, Randy Orton & Riddle",5.2,58,NA,"Austin Theory, Jey Uso & Jimmy Uso","Finn Balor, Randy Orton & Riddle"
4579,2022-04-04,"WWE","Angelo Dawkins & Montez Ford vs. Chad Gable & Otis",5.31,57,NA,"Angelo Dawkins & Montez Ford","Chad Gable & Otis"
4578,2022-04-03,"WWE","Bobby Lashley vs. Omos",3.58,432,1.5,"Bobby Lashley","Omos"
4577,2022-04-03,"WWE","Brock Lesnar vs. Roman Reigns",4.58,597,3.25,"Brock Lesnar","Roman Reigns"
4576,2022-04-03,"WWE","Austin Theory vs. Pat McAfee",6.6,475,3.75,"Austin Theory","Pat McAfee"
4575,2022-04-03,"WWE","AJ Styles vs. Edge",7.07,538,3.75,"AJ Styles","Edge"
4574,2022-04-03,"WWE","Carmella & Queen Zelina vs. Liv Morgan & Rhea Ripley vs. Naomi & Sasha Banks vs. Natalya & Shayna Baszler",5.3,425,2.5,"Carmella & Queen Zelina","Liv Morgan & Rhea Ripley, Naomi & Sasha Banks, Natalya & Shayna Baszler,"
4573,2022-04-03,"WWE","Mr. McMahon vs. Pat McAfee",0.52,82,NA,"Mr. McMahon","Pat McAfee"
4572,2022-04-03,"WWE","Angelo Dawkins & Montez Ford vs. Chad Gable & Otis vs. Randy Orton & Riddle",7.39,510,4.25,"Angelo Dawkins & Montez Ford","Chad Gable & Otis, Randy Orton & Riddle,"
4571,2022-04-03,"WWE","Kofi Kingston & Xavier Woods vs. Ridge Holland & Sheamus",1.15,46,NA,"Kofi Kingston & Xavier Woods","Ridge Holland & Sheamus"
4570,2022-04-03,"WWE","Johnny Knoxville vs. Sami Zayn",7.33,602,NA,"Johnny Knoxville","Sami Zayn"
4569,2022-04-02,"WWE","Becky Lynch vs. Bianca Belair",8.58,772,4.5,"Becky Lynch","Bianca Belair"
4568,2022-04-02,"WWE","Kevin Owens vs. Steve Austin",7.53,746,3.5,"Kevin Owens","Steve Austin"
4567,2022-04-02,"WWE","Dominik Mysterio & Rey Mysterio vs. Logan Paul & The Miz",6.53,547,3.5,"Dominik Mysterio & Rey Mysterio","Logan Paul & The Miz"
4566,2022-04-02,"WWE","Bron Breakker vs. Dolph Ziggler",6.63,193,3.5,"Bron Breakker","Dolph Ziggler"
4565,2022-04-02,"WWE","Cody Rhodes vs. Seth Rollins",8.6,879,4.5,"Cody Rhodes","Seth Rollins"
4564,2022-04-02,"WWE","Charlotte Flair vs. Ronda Rousey",5.55,509,2,"Charlotte Flair","Ronda Rousey"
4563,2022-04-02,"WWE","Jey Uso & Jimmy Uso vs. Rick Boogs & Shinsuke Nakamura",3.72,486,1.5,"Jey Uso & Jimmy Uso","Rick Boogs & Shinsuke Nakamura"
4562,2022-04-02,"WWE","Drew McIntyre vs. Happy Corbin",5.2,486,2.75,"Drew McIntyre","Happy Corbin"
4561,2022-04-02,"WWE","Gunther vs. LA Knight",6.25,194,3.25,"Gunther","LA Knight"
4560,2022-04-02,"WWE","Cameron Grimes vs. Carmelo Hayes vs. Grayson Waller vs. Santos Escobar vs. Solo Sikoa",7.85,255,4.25,"Cameron Grimes","Carmelo Hayes, Grayson Waller, Santos Escobar,Solo Sikoa,"
4559,2022-04-02,"WWE","Dakota Kai & Raquel Gonzalez vs. Gigi Dolin & Jacy Jayne",5.74,72,NA,"Dakota Kai & Raquel Gonzalez","Gigi Dolin & Jacy Jayne"
4558,2022-04-02,"WWE","Cora Jade vs. Io Shirai vs. Kay Lee Ray vs. Mandy Rose",6.58,197,3.5,"Cora Jade","Io Shirai, Kay Lee Ray, Mandy Rose,"
4557,2022-04-02,"WWE","Tommaso Ciampa vs. Tony D'Angelo",5.89,181,3,"Tommaso Ciampa","Tony D'Angelo"
4556,2022-04-02,"WWE","Brutus Creed & Julius Creed vs. Fabian Aichner & Marcel Barthel vs. Nash Carter & Wes Lee",7.32,196,4,"Brutus Creed & Julius Creed","Fabian Aichner & Marcel Barthel, Nash Carter & Wes Lee,"
4555,2022-04-01,"WWE","Akira Tozawa vs. Apollo Crews vs. Cedric Alexander vs. Commander Azeez vs. Damian Priest vs. Dolph Ziggler vs. Drew Gulak vs. Erik vs. Finn Balor vs. Ivar vs. Jinder Mahal vs. Madcap Moss vs. Mansoor vs. R-Truth vs. Reggie   vs. Robert Roode vs. Shanky vs. Shelton Benjamin vs. T-BAR vs. Tommaso Ciampa",3.25,59,NA,"Akira Tozawa","Apollo Crews, Cedric Alexander, Commander Azeez,Damian Priest, Dolph Ziggler, Drew Gulak, Erik, Finn Balor, Ivar, Jinder Mahal, Madcap Moss, Mansoor, R-Truth, Reggie, Robert Roode, Shanky, Shelton Benjamin, T-BAR, Tommaso Ciampa,"
4554,2022-04-01,"WWE","Angel    vs. Humberto vs. Ricochet",6.51,64,NA,"Angel","Humberto, Ricochet,"
4553,2022-04-01,"WWE","Austin Theory, Jey Uso & Jimmy Uso vs. Finn Balor, Rick Boogs & Shinsuke Nakamura",5.19,41,NA,"Austin Theory, Jey Uso & Jimmy Uso","Finn Balor, Rick Boogs & Shinsuke Nakamura"
4552,2022-03-31,"WWE","Ashton Smith vs. Trent Seven",6.4,14,NA,"Ashton Smith","Trent Seven"
4551,2022-03-31,"WWE","Mark Coffey vs. Noam Dar",6.71,20,NA,"Mark Coffey","Noam Dar"
4550,2022-03-31,"WWE","Kenny Williams vs. Tate Mayfairs",4.59,16,NA,"Kenny Williams","Tate Mayfairs"
4549,2022-03-31,"WWE","Amale vs. Xia Brookside",5.35,16,NA,"Amale","Xia Brookside"
4548,2022-03-29,"WWE","Damon Kemp vs. James Drake",NA,NA,NA,"Damon Kemp","James Drake"
4547,2022-03-29,"WWE","A-Kid vs. Cameron Grimes vs. Roderick Strong",7.47,74,NA,"A-Kid","Cameron Grimes, Roderick Strong,"
4546,2022-03-29,"WWE","Brooks Jensen & Josh Briggs vs. Joaquin Wilde & Raul Mendoza",5.36,35,NA,"Brooks Jensen & Josh Briggs","Joaquin Wilde & Raul Mendoza"
4545,2022-03-29,"WWE","Kayden Carter vs. Tatum Paxley",4.29,6,NA,"Kayden Carter","Tatum Paxley"
4544,2022-03-29,"WWE","Fabian Aichner, Gunther & Marcel Barthel vs. LA Knight, Nash Carter & Wes Lee",6.83,53,4,"Fabian Aichner, Gunther & Marcel Barthel","LA Knight, Nash Carter & Wes Lee"
4543,2022-03-28,"WWE","Rey Mysterio vs. The Miz",2.44,44,NA,"Rey Mysterio","The Miz"
4542,2022-03-28,"WWE","Jey Uso & Jimmy Uso vs. Randy Orton & Riddle",5.33,47,NA,"Jey Uso & Jimmy Uso","Randy Orton & Riddle"
4541,2022-03-28,"WWE","Carmella, Natalya, Queen Zelina & Shayna Baszler vs. Liv Morgan, Naomi, Rhea Ripley & Sasha Banks",3.34,46,NA,"Carmella, Natalya, Queen Zelina & Shayna Baszler","Liv Morgan, Naomi, Rhea Ripley & Sasha Banks"
4540,2022-03-28,"WWE","Cedric Alexander vs. Veer Mahaan",NA,NA,NA,"Cedric Alexander","Veer Mahaan"
4539,2022-03-28,"WWE","Apollo Crews vs. Finn Balor",NA,NA,NA,"Apollo Crews","Finn Balor"
4538,2022-03-25,"WWE","Jimmy Uso vs. Shinsuke Nakamura",5.91,34,NA,"Jimmy Uso","Shinsuke Nakamura"
4537,2022-03-25,"WWE","Humberto vs. Ricochet",4.55,32,NA,"Humberto","Ricochet"
4536,2022-03-25,"WWE","Queen Zelina vs. Rhea Ripley vs. Sasha Banks vs. Shayna Baszler",5.47,39,NA,"Queen Zelina","Rhea Ripley, Sasha Banks, Shayna Baszler,"
4535,2022-03-22,"WWE","Edris Enofe & Malik Blade vs. Ikemen Jiro & Kushida",NA,NA,NA,"Edris Enofe & Malik Blade","Ikemen Jiro & Kushida"
4534,2022-03-22,"WWE","Duke Hudson vs. Gunther",NA,NA,NA,"Duke Hudson","Gunther"
4533,2022-03-22,"WWE","Bron Breakker vs. Robert Roode",6.89,65,NA,"Bron Breakker","Robert Roode"
4532,2022-03-22,"WWE","Dakota Kai & Wendy Choo vs. Io Shirai & Kay Lee Ray",6.81,53,NA,"Dakota Kai & Wendy Choo","Io Shirai & Kay Lee Ray"
4531,2022-03-22,"WWE","Dexter Lumis vs. Tony D'Angelo",4.38,39,NA,"Dexter Lumis","Tony D'Angelo"
4530,2022-03-22,"WWE","Roderick Strong vs. Solo Sikoa",5.72,45,NA,"Roderick Strong","Solo Sikoa"
4529,2022-03-21,"WWE","Austin Theory vs. Finn Balor",4.72,42,NA,"Austin Theory","Finn Balor"
4528,2022-03-21,"WWE","AJ Styles vs. Seth Rollins",7.85,121,3.5,"AJ Styles","Seth Rollins"
4527,2022-03-21,"WWE","Chad Gable & Otis vs. Randy Orton & Riddle",5.26,42,NA,"Chad Gable & Otis","Randy Orton & Riddle"
4526,2022-03-21,"WWE","Cedric Alexander vs. T-BAR",NA,NA,NA,"Cedric Alexander","T-BAR"
4525,2022-03-21,"WWE","Dolph Ziggler & Robert Roode vs. Dominik Mysterio & Rey Mysterio",4.52,41,NA,"Dolph Ziggler & Robert Roode","Dominik Mysterio & Rey Mysterio"
4524,2022-03-18,"WWE","Drew McIntyre, Erik & Ivar vs. Happy Corbin, Jinder Mahal & Shanky",3.84,31,NA,"Drew McIntyre, Erik & Ivar","Happy Corbin, Jinder Mahal & Shanky"
4523,2022-03-18,"WWE","Liv Morgan & Rhea Ripley vs. Naomi & Sasha Banks",7.17,65,NA,"Liv Morgan & Rhea Ripley","Naomi & Sasha Banks"
4522,2022-03-18,"WWE","Kofi Kingston vs. Ridge Holland",3.82,32,NA,"Kofi Kingston","Ridge Holland"
4521,2022-03-15,"WWE","Bodhi Hayward vs. Dante Chen",NA,NA,NA,"Bodhi Hayward","Dante Chen"
4520,2022-03-15,"WWE","Damon Kemp vs. Xyon Quinn",NA,NA,NA,"Damon Kemp","Xyon Quinn"
4519,2022-03-15,"WWE","Dolph Ziggler vs. LA Knight",6.56,44,NA,"Dolph Ziggler","LA Knight"
4518,2022-03-15,"WWE","Cameron Grimes vs. Santos Escobar",6.81,42,3.5,"Cameron Grimes","Santos Escobar"
4517,2022-03-14,"WWE","Bianca Belair vs. Doudrop",4.9,38,NA,"Bianca Belair","Doudrop"
4516,2022-03-14,"WWE","Montez Ford vs. Riddle",5.48,41,NA,"Montez Ford","Riddle"
4515,2022-03-14,"WWE","Kevin Owens vs. Seth Rollins",7,70,4,"Kevin Owens","Seth Rollins"
4514,2022-03-14,"WWE","Damian Priest vs. Finn Balor",4.33,35,NA,"Damian Priest","Finn Balor"
4513,2022-03-14,"WWE","T-BAR vs. Tommaso Ciampa",NA,NA,NA,"T-BAR","Tommaso Ciampa"
4512,2022-03-11,"WWE","Big E & Kofi Kingston vs. Ridge Holland & Sheamus",4.23,38,NA,"Big E & Kofi Kingston","Ridge Holland & Sheamus"
4511,2022-03-11,"WWE","Ricochet vs. Sami Zayn",7.06,68,3.5,"Ricochet","Sami Zayn"
4510,2022-03-10,"WWE","A-Kid vs. Charlie Dempsey",7.48,60,NA,"A-Kid","Charlie Dempsey"
4509,2022-03-10,"WWE","Danny Jones & Josh Morrell vs. Primate & T-Bone",5.24,24,NA,"Danny Jones & Josh Morrell","Primate & T-Bone"
4508,2022-03-10,"WWE","Joe Coffey vs. Noam Dar",6.75,31,NA,"Joe Coffey","Noam Dar"
4507,2022-03-08,"WWE","Brooks Jensen & Josh Briggs vs. James Drake  & Zack Gibson",NA,NA,NA,"Brooks Jensen & Josh Briggs","James Drake  & Zack Gibson"
4506,2022-03-08,"WWE","Cora Jade & Raquel Gonzalez vs. Dakota Kai & Wendy Choo",5.33,60,NA,"Cora Jade & Raquel Gonzalez","Dakota Kai & Wendy Choo"
4505,2022-03-08,"WWE","Grayson Waller vs. LA Knight",7.09,86,NA,"Grayson Waller","LA Knight"
4504,2022-03-08,"WWE","Fabian Aichner & Marcel Barthel vs. Nash Carter & Wes Lee",4.63,62,NA,"Fabian Aichner & Marcel Barthel","Nash Carter & Wes Lee"
4503,2022-03-08,"WWE","Io Shirai & Kay Lee Ray vs. Kacy Catanzaro & Kayden Carter",7.41,98,3.5,"Io Shirai & Kay Lee Ray","Kacy Catanzaro & Kayden Carter"
4502,2022-03-08,"WWE","Bron Breakker vs. Dolph Ziggler vs. Tommaso Ciampa",7.48,133,4.25,"Bron Breakker","Dolph Ziggler, Tommaso Ciampa,"
4501,2022-03-07,"WWE","Austin Theory vs. Finn Balor",4.98,46,NA,"Austin Theory","Finn Balor"
4500,2022-03-07,"WWE","Chad Gable & Otis vs. Kevin Owens & Seth Rollins vs. Randy Orton & Riddle",8.54,221,4.5,"Chad Gable & Otis","Kevin Owens & Seth Rollins, Randy Orton & Riddle,"
4499,2022-03-07,"WWE","Bron Breakker & Tommaso Ciampa vs. Dolph Ziggler & Robert Roode",6.03,58,3.5,"Bron Breakker & Tommaso Ciampa","Dolph Ziggler & Robert Roode"
4498,2022-03-07,"WWE","Carmella & Queen Zelina vs. Liv Morgan & Rhea Ripley",3.73,43,NA,"Carmella & Queen Zelina","Liv Morgan & Rhea Ripley"
4497,2022-03-07,"WWE","Angelo Dawkins & Montez Ford vs. Cedric Alexander & Shelton Benjamin",NA,NA,NA,"Angelo Dawkins & Montez Ford","Cedric Alexander & Shelton Benjamin"
4496,2022-03-04,"WWE","Ricochet vs. Sami Zayn",7.11,71,3.75,"Ricochet","Sami Zayn"
4495,2022-03-04,"WWE","Erik & Ivar vs. Jey Uso & Jimmy Uso",6.35,39,NA,"Erik & Ivar","Jey Uso & Jimmy Uso"
4494,2022-03-03,"WWE","Ilja Dragunov vs. Nathan Frazer",8.46,123,NA,"Ilja Dragunov","Nathan Frazer"
4493,2022-03-03,"WWE","Mark Coffey vs. Sha Samuels",5.64,21,NA,"Mark Coffey","Sha Samuels"
4492,2022-03-03,"WWE","Dave Mastiff & Jack Starz vs. Lewis Howley & Sam Stoker",6.22,22,NA,"Dave Mastiff & Jack Starz","Lewis Howley & Sam Stoker"
4491,2022-03-02,"WWE","Roderick Strong vs. Wolfgang",5.96,22,NA,"Roderick Strong","Wolfgang"
4490,2022-03-02,"WWE","Oliver Carter vs. Tyler Bate",6.59,21,NA,"Oliver Carter","Tyler Bate"
4489,2022-03-02,"WWE","Emilia McKenzie vs. Nina Samuels",5.55,19,NA,"Emilia McKenzie","Nina Samuels"
4488,2022-03-02,"WWE","A-Kid & Saxon Huxley vs. Charlie Dempsey & Rohan Raja",6.22,22,NA,"A-Kid & Saxon Huxley","Charlie Dempsey & Rohan Raja"
4487,2022-03-02,"WWE","Isla Dawn vs. Meiko Satomura",6.55,28,NA,"Isla Dawn","Meiko Satomura"
4486,2022-03-01,"WWE","Bron Breakker & Tommaso Ciampa vs. Dolph Ziggler & Robert Roode",7.05,72,3.75,"Bron Breakker & Tommaso Ciampa","Dolph Ziggler & Robert Roode"
4485,2022-03-01,"WWE","Gunther vs. Solo Sikoa",6.18,59,NA,"Gunther","Solo Sikoa"
4484,2022-03-01,"WWE","Carmelo Hayes vs. Pete Dunne",7.41,73,3.75,"Carmelo Hayes","Pete Dunne"
4483,2022-03-01,"WWE","Dakota Kai & Wendy Choo vs. Indi Hartwell & Persia Pirotta",4.67,42,NA,"Dakota Kai & Wendy Choo","Indi Hartwell & Persia Pirotta"
4482,2022-03-01,"WWE","Edris Enofe & Malik Blade vs. Joaquin Wilde & Raul Mendoza",NA,NA,NA,"Edris Enofe & Malik Blade","Joaquin Wilde & Raul Mendoza"
4481,2022-02-28,"WWE","Becky Lynch, Doudrop & Nikki ASH vs. Bianca Belair, Liv Morgan & Rhea Ripley",6.22,49,NA,"Becky Lynch, Doudrop & Nikki ASH","Bianca Belair, Liv Morgan & Rhea Ripley"
4480,2022-02-28,"WWE","Angelo Dawkins & Montez Ford vs. Randy Orton & Riddle",4.68,43,NA,"Angelo Dawkins & Montez Ford","Randy Orton & Riddle"
4479,2022-02-28,"WWE","Damian Priest vs. Finn Balor",6.78,64,NA,"Damian Priest","Finn Balor"
4478,2022-02-28,"WWE","Chad Gable & Otis vs. Kevin Owens & Seth Rollins",7.34,70,3.75,"Chad Gable & Otis","Kevin Owens & Seth Rollins"
4477,2022-02-25,"WWE","Angel    & Humberto vs. Big E & Kofi Kingston",6.08,38,NA,"Angel    & Humberto","Big E & Kofi Kingston"
4476,2022-02-25,"WWE","Drew McIntyre vs. Madcap Moss",4.78,31,NA,"Drew McIntyre","Madcap Moss"
4475,2022-02-24,"WWE","Amale vs. Xia Brookside",5.4,24,NA,"Amale","Xia Brookside"
4474,2022-02-24,"WWE","Danny Jones vs. Rohan Raja",5.09,22,NA,"Danny Jones","Rohan Raja"
4473,2022-02-24,"WWE","Ashton Smith & Oliver Carter vs. Trent Seven & Tyler Bate",7.33,32,NA,"Ashton Smith & Oliver Carter","Trent Seven & Tyler Bate"
4472,2022-02-22,"WWE","Cameron Grimes vs. Trick Williams",5.03,30,NA,"Cameron Grimes","Trick Williams"
4471,2022-02-22,"WWE","Grayson Waller vs. LA Knight",5.39,32,NA,"Grayson Waller","LA Knight"
4470,2022-02-22,"WWE","Harland & Joe Gacy vs. Ikemen Jiro & Kushida",4.8,9,NA,"Harland & Joe Gacy","Ikemen Jiro & Kushida"
4469,2022-02-22,"WWE","Dolph Ziggler vs. Tommaso Ciampa",7.75,109,4,"Dolph Ziggler","Tommaso Ciampa"
4468,2022-02-21,"WWE","Bianca Belair vs. Doudrop",6.54,45,NA,"Bianca Belair","Doudrop"
4467,2022-02-21,"WWE","Liv Morgan vs. Queen Zelina",6.42,18,NA,"Liv Morgan","Queen Zelina"
4466,2022-02-21,"WWE","Kevin Owens & Seth Rollins vs. Randy Orton & Riddle",7.46,79,3.75,"Kevin Owens & Seth Rollins","Randy Orton & Riddle"
4465,2022-02-21,"WWE","Dolph Ziggler & Robert Roode vs. Finn Balor & Tommaso Ciampa",6.2,43,NA,"Dolph Ziggler & Robert Roode","Finn Balor & Tommaso Ciampa"
4464,2022-02-21,"WWE","Angelo Dawkins & Montez Ford vs. Chad Gable & Otis",6.02,41,NA,"Angelo Dawkins & Montez Ford","Chad Gable & Otis"
4463,2022-02-19,"WWE","Goldberg vs. Roman Reigns",3.38,301,2,"Goldberg","Roman Reigns"
4462,2022-02-19,"WWE","Rey Mysterio vs. The Miz",5.74,61,2.75,"Rey Mysterio","The Miz"
4461,2022-02-19,"WWE","Alexa Bliss vs. Bianca Belair vs. Doudrop vs. Liv Morgan vs. Nikki ASH vs. Rhea Ripley",5.64,246,3,"Alexa Bliss","Bianca Belair, Doudrop, Liv Morgan,Nikki ASH, Rhea Ripley,"
4460,2022-02-19,"WWE","Charlotte Flair & Sonya Deville vs. Naomi & Ronda Rousey",3.61,204,2,"Charlotte Flair & Sonya Deville","Naomi & Ronda Rousey"
4459,2022-02-19,"WWE","Drew McIntyre vs. Madcap Moss",5.18,211,3.25,"Drew McIntyre","Madcap Moss"
4458,2022-02-19,"WWE","Becky Lynch vs. Lita",6.39,250,3.25,"Becky Lynch","Lita"
4457,2022-02-19,"WWE","AJ Styles vs. Austin Theory vs. Bobby Lashley vs. Brock Lesnar vs. Riddle vs. Seth Rollins",3.61,293,3.5,"AJ Styles","Austin Theory, Bobby Lashley, Brock Lesnar,Riddle, Seth Rollins,"
4456,2022-02-17,"WWE","Jordan Devlin vs. Wolfgang",6.52,20,NA,"Jordan Devlin","Wolfgang"
4455,2022-02-15,"WWE","Brutus Creed & Julius Creed vs. Nash Carter & Wes Lee",6.74,79,NA,"Brutus Creed & Julius Creed","Nash Carter & Wes Lee"
4454,2022-02-15,"WWE","Edris Enofe vs. Kushida",5.91,22,NA,"Edris Enofe","Kushida"
4453,2022-02-15,"WWE","Bron Breakker vs. Santos Escobar",6.55,92,NA,"Bron Breakker","Santos Escobar"
4452,2022-02-15,"WWE","Cameron Grimes vs. Carmelo Hayes",7.44,98,3.5,"Cameron Grimes","Carmelo Hayes"
4451,2022-02-15,"WWE","Gigi Dolin & Jacy Jayne vs. Indi Hartwell & Persia Pirotta",4.57,73,NA,"Gigi Dolin & Jacy Jayne","Indi Hartwell & Persia Pirotta"
4450,2022-02-15,"WWE","Pete Dunne vs. Tony D'Angelo",7.16,88,NA,"Pete Dunne","Tony D'Angelo"
4449,2022-02-14,"WWE","T-BAR vs. Tommaso Ciampa",NA,NA,NA,"T-BAR","Tommaso Ciampa"
4448,2022-02-14,"WWE","Apollo Crews vs. Veer Mahaan",NA,NA,NA,"Apollo Crews","Veer Mahaan"
4447,2022-02-14,"WWE","Chad Gable & Otis vs. Dominik Mysterio & Rey Mysterio",6.11,46,NA,"Chad Gable & Otis","Dominik Mysterio & Rey Mysterio"
4446,2022-02-14,"WWE","Bianca Belair vs. Doudrop vs. Liv Morgan vs. Nikki ASH vs. Rhea Ripley",7.64,85,NA,"Bianca Belair","Doudrop, Liv Morgan, Nikki ASH,Rhea Ripley,"
4445,2022-02-14,"WWE","Randy Orton vs. Seth Rollins",7.11,72,3.5,"Randy Orton","Seth Rollins"
4444,2022-02-11,"WWE","Charlotte Flair vs. Naomi",7.91,151,4,"Charlotte Flair","Naomi"
4443,2022-02-11,"WWE","Angel    & Humberto vs. Big E & Kofi Kingston",6.41,53,3.5,"Angel    & Humberto","Big E & Kofi Kingston"
4442,2022-02-11,"WWE","Ricochet vs. Sheamus",6.65,45,NA,"Ricochet","Sheamus"
4441,2022-02-11,"WWE","Sami Zayn vs. Shinsuke Nakamura",7.17,71,NA,"Sami Zayn","Shinsuke Nakamura"
4440,2022-02-10,"WWE","Nathan Frazer vs. Teoman",6.44,17,NA,"Nathan Frazer","Teoman"
4439,2022-02-10,"WWE","A-Kid vs. Saxon Huxley",6.16,18,NA,"A-Kid","Saxon Huxley"
4438,2022-02-10,"WWE","Amale vs. Nina Samuels",4.94,16,NA,"Amale","Nina Samuels"
4437,2022-02-08,"WWE","Kay Lee Ray vs. Mandy Rose",5.37,56,NA,"Kay Lee Ray","Mandy Rose"
4436,2022-02-08,"WWE","Edris Enofe & Malik Blade vs. Nash Carter & Wes Lee",6.58,39,NA,"Edris Enofe & Malik Blade","Nash Carter & Wes Lee"
4435,2022-02-08,"WWE","Dakota Kai vs. Sarray",5.27,48,NA,"Dakota Kai","Sarray"
4434,2022-02-08,"WWE","Draco Anthony vs. Pete Dunne",5.51,40,NA,"Draco Anthony","Pete Dunne"
4433,2022-02-08,"WWE","Brutus Creed & Julius Creed vs. James Drake  & Zack Gibson",7.31,61,NA,"Brutus Creed & Julius Creed","James Drake  & Zack Gibson"
4432,2022-02-08,"WWE","Ikemen Jiro vs. Trick Williams",NA,NA,NA,"Ikemen Jiro","Trick Williams"
4431,2022-02-08,"WWE","Joe Gacy vs. Xyon Quinn",NA,NA,NA,"Joe Gacy","Xyon Quinn"
4430,2022-02-07,"WWE","T-BAR vs. Veer Mahaan",NA,NA,NA,"T-BAR","Veer Mahaan"
4429,2022-02-07,"WWE","Cedric Alexander & Shelton Benjamin vs. Dolph Ziggler & Robert Roode",NA,NA,NA,"Cedric Alexander & Shelton Benjamin","Dolph Ziggler & Robert Roode"
4428,2022-02-07,"WWE","Angelo Dawkins & Montez Ford vs. Chad Gable & Otis",5.54,36,NA,"Angelo Dawkins & Montez Ford","Chad Gable & Otis"
4427,2022-02-07,"WWE","Austin Theory vs. Kevin Owens",6.61,43,NA,"Austin Theory","Kevin Owens"
4426,2022-02-07,"WWE","Doudrop vs. Liv Morgan",5.14,34,NA,"Doudrop","Liv Morgan"
4425,2022-02-07,"WWE","Riddle vs. Seth Rollins",5.36,35,NA,"Riddle","Seth Rollins"
4424,2022-02-07,"WWE","Kevin Owens & Seth Rollins vs. Randy Orton & Riddle",6.24,41,NA,"Kevin Owens & Seth Rollins","Randy Orton & Riddle"
4423,2022-02-04,"WWE","Cesaro & Ricochet vs. Ridge Holland & Sheamus",3.5,35,NA,"Cesaro & Ricochet","Ridge Holland & Sheamus"
4422,2022-02-04,"WWE","Angel    & Humberto vs. Big E & Kofi Kingston",6.48,45,3.5,"Angel    & Humberto","Big E & Kofi Kingston"
4421,2022-02-03,"WWE","Blair Davenport vs. Meiko Satomura",6.47,37,NA,"Blair Davenport","Meiko Satomura"
4420,2022-02-03,"WWE","Ashton Smith & Oliver Carter vs. Dave Mastiff & Jack Starz",6.17,23,NA,"Ashton Smith & Oliver Carter","Dave Mastiff & Jack Starz"
4419,2022-02-01,"WWE","Bron Breakker & Tommaso Ciampa vs. Joaquin Wilde & Raul Mendoza",6.64,44,NA,"Bron Breakker & Tommaso Ciampa","Joaquin Wilde & Raul Mendoza"
4418,2022-02-01,"WWE","Brutus Creed, Julius Creed & Roderick Strong vs. Fabian Aichner, Gunther & Marcel Barthel",6.94,61,3.5,"Brutus Creed, Julius Creed & Roderick Strong","Fabian Aichner, Gunther & Marcel Barthel"
4417,2022-02-01,"WWE","Fallon Henley & Lash Legend vs. Kacy Catanzaro & Kayden Carter",5.25,7,NA,"Fallon Henley & Lash Legend","Kacy Catanzaro & Kayden Carter"
